"Country Name","Country Code","Commodity Name","Commodity Code","Unit Name","Unit Code",Attribute,2019,2019M1,2019M2,2019M3,2019M4,2019M5,2019M6,2019M7,2019M8,2019M9,2019M10,2019M11,2019M12,2020,2020M1,2020M2,2020M3,2020M4,2020M5,2020M6,2020M7,2020M8,2020M9,2020M10,2020M11,2020M12,2021,2021M1,2021M2,2021M3,2021M4,2021M5,2021M6,2021M7,2021M8,2021M9,2021M10,2021M11,2021M12,2022M1,2022M2,2022M3,2022M4,2022M5,2022M6,2022M7,
"World","001","Agriculture","PAGRI","Index","IX","Value","98.5094277724334",,,,,,,,,,,,,"99.5493005406572",,,,,,,,,,,,,"123.988240199248",,,,,,,,,,,,,,,,,,,,
"World","001","Agriculture","PAGRI","Index","IX","Value",,"99.7573868780183","98.3887182596096","97.8497198279684","100.518147062389","97.8091795272003","99.6630719376667","99.2805358960169","96.8370126732016","95.1822852826023","95.2995924923615","99.1885031214422","102.338980310725",,"103.701079346752","99.7266591829643","96.1071292148035","92.0694249749944","94.8503983527732","97.4898592996533","95.8507890238324","97.5316183961461","98.9552905162263","103.634356735343","106.941691988295","107.733309456103",,"113.654569868163","116.377677889657","119.088102078857","124.972022081696","130.265738667095","124.355272138555","125.014753282299","127.09327902901","123.780506833063","125.379563291939","127.470195642714","130.407201587929","136.114592464156","142.49899045421","150.384482491232","154.11352178443","151.708153663106","146.722491454577","136.550493983787",
"World","001","Agriculture","PAGRI","Percent Change over Previous Period","PC_PP_PT","Value","-3.53150260227768",,,,,,,,,,,,,"1.05560735833936",,,,,,,,,,,,,"24.5495845032178",,,,,,,,,,,,,,,,,,,,
"World","001","Agriculture","PAGRI","Percent Change over Previous Period","PC_PP_PT","Value",,"1.52835844379554","-1.37199726380388","-0.547825442972998","2.72706681134262","-2.69500345396048","1.89541760745559","-0.383829270172432","-2.46123089562543","-1.7087757510484","0.123244792254024","4.08072115249859","3.1762523781864",,"1.33096795755778","-3.83257357476268","-3.6294507384633","-4.20125361437508","3.020517808745","2.78276211035325","-1.68127258321597","1.75358950033868","1.45970316446262","4.72846494079049","3.19135020193886","0.740232787690534",,"5.49622066002936","2.39595119197847","2.32898974988139","4.9408126421751","4.23592136641516","-4.53723794837946","0.530320212727994","1.6626243640359","-2.6065675708866","1.29184836917237","1.6674426803565","2.30407267393483","4.37659178843637","4.69045814594453","5.53371782627197","2.47967026346284","-1.5607768179407","-3.28635085731813","-6.93281402867928",
"World","001","Agriculture","PAGRI","Percent Change over Corresponding Period Previous Year","PC_CP_A_PT","Value","-3.53150260227768",,,,,,,,,,,,,"1.05560735833936",,,,,,,,,,,,,"24.5495845032178",,,,,,,,,,,,,,,,,,,,
"World","001","Agriculture","PAGRI","Percent Change over Corresponding Period Previous Year","PC_CP_A_PT","Value",,"-5.07883036946015","-6.62464698321496","-8.01811446045202","-5.3092550047245","-9.0216066183115","-4.06658371678571","-2.02160112300313","-0.654749625539911","-3.10238313812425","-4.53366594952093","3.45140508197206","4.15578235288858",,"3.95328365362622","1.35985196984113","-1.78088462208033","-8.40517094107438","-3.02505469193125","-2.18055955507026","-3.45460148983953","0.717293629542875","3.96397840461773","8.7458550713635","7.81662049820425","5.27104054486402",,"9.59825161330212","16.6966574866846","23.9118294884143","35.7367248852022","37.3381039293092","27.5571357184197","30.4264206434598","30.3098227210712","25.087305779539","20.982623177879","19.1959779883283","21.046315430479","19.7616537742794","22.4452945257419","26.28002282852","23.3184189687542","16.4605177197119","17.986546876035","9.22750347348095",
"World","001","All index ","PALLFNF","Index","IX","Value","116.862953037703",,,,,,,,,,,,,"105.874020224359",,,,,,,,,,,,,"161.265127527775",,,,,,,,,,,,,,,,,,,,
"World","001","All index ","PALLFNF","Index","IX","Value",,"116.325137253418","118.798593187608","119.329485659515","122.002189083562","119.138039814329","114.781715721772","117.174706017751","111.453097641933","114.176517274237","112.854045162536","116.780284764584","119.541624871194",,"119.020622191502","110.352574942304","92.8541001404933","84.7866691462006","91.9780436807126","99.8145532506221","102.86598418872","108.624903629555","108.345758908426","111.258268429473","115.227597393248","125.359166791047",,"137.013399713118","138.023722784515","141.083566935348","145.261613387727","154.928897199166","160.34381831534","164.5352870884","162.96514577126","171.262310035952","191.034528053297","182.550689878809","186.178551170362","191.116407612944","202.786201128437","238.599470331156","226.712903714976","224.726855850111","230.226432428063","228.703458107303",
"World","001","All index ","PALLFNF","Percent Change over Previous Period","PC_PP_PT","Value","-7.39115676096174",,,,,,,,,,,,,"-9.40326470254378",,,,,,,,,,,,,"52.3179408754254",,,,,,,,,,,,,,,,,,,,
"World","001","All index ","PALLFNF","Percent Change over Previous Period","PC_PP_PT","Value",,"1.71420353331706","2.12632969329878","0.446884477047942","2.23976782374949","-2.34762121134665","-3.65653497350334","2.0848183710548","-4.882972247399","2.44355669777185","-1.15826979423823","3.47904197531736","2.3645601756972",,"-0.435833694123558","-7.28281123858628","-15.8568794710587","-8.68828730458452","8.48172785525003","8.51997852564976","3.05710023110143","5.59846822664926","-0.256980408545629","2.6881620013473","3.56767098733935","8.79265872673022",,"9.29667388544244","0.737389973179551","2.21689727613718","2.96139837057953","6.65508497804927","3.49510079401998","2.61405074239697","-0.954288496361786","5.09137351144929","11.544990846611","-4.44099726941599","1.9873172180075","2.65221552726748","6.10611807811241","17.660604618771","-4.98180762919628","-0.876018890994409","2.44722712697058","-0.661511497484676",
